ts_code,symbol,name,area,industry,market,list_date
516670.SH,516670,畜牧养殖ETF,,T+1交易,ETF,20210326
159845.SZ,159845,中证1000ETF,,T+1交易,ETF,20210331
159873.SZ,159873,医疗设备ETF,,T+1交易,ETF,20210329
516300.SH,516300,中证1000ETF华泰柏瑞,,T+1交易,ETF,20210324
159858.SZ,159858,创新药ETF南方,,T+1交易,ETF,20210325
159876.SZ,159876,有色龙头ETF,,T+1交易,ETF,20210324
516090.SH,516090,新能源ETF易方达,,T+1交易,ETF,20210319
159835.SZ,159835,创新药50ETF,,T+1交易,ETF,20210329
159871.SZ,159871,有色金属ETF,,T+1交易,ETF,20210331
516150.SH,516150,稀土ETF嘉实,,T+1交易,ETF,20210317
516850.SH,516850,新能源ETF基金,,T+1交易,ETF,20210319
516200.SH,516200,证券ETF指数基金,,T+1交易,ETF,20210322
159880.SZ,159880,有色ETF基金,,T+1交易,ETF,20210325
517060.SH,517060,沪港深ETF500,,T+1交易,ETF,20210326
516500.SH,516500,生物科技ETF,,T+1交易,ETF,20210317
159851.SZ,159851,金融科技ETF,,T+1交易,ETF,20210319
516760.SH,516760,养殖ETF,,T+1交易,ETF,20210312
159842.SZ,159842,券商ETF,,T+1交易,ETF,20210319
516220.SH,516220,化工龙头ETF,,T+1交易,ETF,20210310
159865.SZ,159865,养殖ETF,,T+1交易,ETF,20210308
516120.SH,516120,化工50ETF,,T+1交易,ETF,20210309
516780.SH,516780,稀土ETF,,T+1交易,ETF,20210308
516020.SH,516020,化工ETF,,T+1交易,ETF,20210308
516010.SH,516010,游戏ETF,,T+1交易,ETF,20210305
159869.SZ,159869,游戏ETF,,T+1交易,ETF,20210305
516770.SH,516770,游戏ETF华泰柏瑞,,T+1交易,ETF,20210305
159867.SZ,159867,畜牧ETF,,T+1交易,ETF,20210305
159870.SZ,159870,化工ETF,,T+1交易,ETF,20210303
159863.SZ,159863,光伏ETF基金,,T+1交易,ETF,20210311
516680.SH,516680,有色ETF基金,,T+1交易,ETF,20210308
159855.SZ,159855,影视ETF,,T+1交易,ETF,20210226
159848.SZ,159848,证券ETF基金,,T+1交易,ETF,20210312
517100.SH,517100,AH500ETF,,T+1交易,ETF,20210302
516180.SH,516180,光伏ETF基金,,T+1交易,ETF,20210303
516000.SH,516000,数据ETF,,T+1交易,ETF,20210301
516060.SH,516060,创新药产业ETF,,T+1交易,ETF,20210301
516600.SH,516600,消费服务ETF,,T+1交易,ETF,20210226
516520.SH,516520,智能驾驶ETF,,T+1交易,ETF,20210301
159849.SZ,159849,生物科技指数ETF,,T+1交易,ETF,20210302
517300.SH,517300,沪港深300ETF,,T+1交易,ETF,20210224
517000.SH,517000,沪港深500ETF,,T+1交易,ETF,20210305
159857.SZ,159857,光伏ETF,,T+1交易,ETF,20210224
516660.SH,516660,新能源车ETF基金,,T+1交易,ETF,20210226
515230.SH,515230,软件ETF,,T+1交易,ETF,20210302
516080.SH,516080,创新药ETF易方达,,T+1交易,ETF,20210223
159839.SZ,159839,生物药ETF,,T+1交易,ETF,20210222
517080.SH,517080,沪港深500ETF基金,,T+1交易,ETF,20210222
159850.SZ,159850,恒生国企ETF,,T+0交易,ETF,20210219
159852.SZ,159852,软件ETF,,T+1交易,ETF,20210209
516800.SH,516800,智能制造ETF,,T+1交易,ETF,20210219
159841.SZ,159841,证券ETF,,T+1交易,ETF,20210209
513330.SH,513330,恒生互联网ETF,,T+0交易,ETF,20210208
517200.SH,517200,互联网ETF,,T+1交易,ETF,20210208
159843.SZ,159843,食品饮料ETF,,T+1交易,ETF,20210205
517050.SH,517050,互联网ETF华泰柏瑞,,T+1交易,ETF,20210208
516160.SH,516160,新能源ETF,,T+1交易,ETF,20210204
159856.SZ,159856,互联网龙头ETF,,T+1交易,ETF,20210201
516050.SH,516050,科技龙头ETF,,T+1交易,ETF,20210205
515910.SH,515910,质量ETF,,T+1交易,ETF,20210226
159837.SZ,159837,生物科技ETF,,T+1交易,ETF,20210127
515400.SH,515400,大数据ETF,,T+1交易,ETF,20210120
516880.SH,516880,光伏50ETF,,T+1交易,ETF,20210118
513550.SH,513550,港股通50ETF,,T+0交易,ETF,20210113
515920.SH,515920,智能消费ETF,,T+1交易,ETF,20210120
515170.SH,515170,食品饮料ETF,,T+1交易,ETF,20210113
515710.SH,515710,食品ETF,,T+1交易,ETF,20210107
515250.SH,515250,智能汽车ETF,,T+1交易,ETF,20210108
159828.SZ,159828,医疗ETF,,T+1交易,ETF,20210112
515290.SH,515290,银行ETF天弘,,T+1交易,ETF,20201228
159825.SZ,159825,农业ETF,,T+1交易,ETF,20201229
159824.SZ,159824,新能车ETF,,T+1交易,ETF,20210111
159827.SZ,159827,农业50ETF,,T+1交易,ETF,20201218
515790.SH,515790,光伏ETF,,T+1交易,ETF,20201218
515120.SH,515120,创新药ETF,,T+1交易,ETF,20210104
515320.SH,515320,电子50ETF,,T+1交易,ETF,20210108
510860.SH,510860,兴业上证50ETF,,T+1交易,ETF,20210112
513300.SH,513300,纳斯达克ETF,,T+0交易,ETF,20201105
159822.SZ,159822,新经济ETF,,T+1交易,ETF,20201023
159821.SZ,159821,BOCI创业板ETF,,T+1交易,ETF,20201029
159823.SZ,159823,H股ETF基金,,T+1交易,ETF,20201023
515530.SH,515530,中证500ETF泰康,,T+1交易,ETF,20201109
515760.SH,515760,浙江国资ETF,,T+1交易,ETF,20201012
510370.SH,510370,300指数ETF,,T+1交易,ETF,20201027
518890.SH,518890,中银上海金ETF,,T+1交易,ETF,20200928
510760.SH,510760,上证综指ETF,,T+1交易,ETF,20200909
168207.SZ,168207,创业定开,,T+1交易,ETF,20210226
515500.SH,515500,中证长三角领先,,T+1交易,ETF,20200918
159820.SZ,159820,中证500ETF天弘,,T+1交易,ETF,20200824
518860.SH,518860,黄金ETFAU,,T+0交易,ETF,20200907
159808.SZ,159808,创100ETF融通,,T+1交易,ETF,20200904
511360.SH,511360,短融ETF,,T+1交易,ETF,20200925
159815.SZ,159815,浙江100ETF,,T+1交易,ETF,20200818
513990.SH,513990,港股通ETF,,T+0交易,ETF,20200818
159819.SZ,159819,人工智能ETF,,T+1交易,ETF,20200923
512350.SH,512350,福建ETF,,T+1交易,ETF,20200910
515260.SH,515260,电子ETF,,T+1交易,ETF,20200731
515610.SH,515610,中银中证800ETF,,T+1交易,ETF,20200818
159999.SZ,159999,永赢中证500ETF,,T+1交易,ETF,20200812
518600.SH,518600,上海金ETF,,T+1交易,ETF,20200805
518680.SH,518680,金ETF,,T+1交易,ETF,20200728
510570.SH,510570,兴业中证500ETF,,T+1交易,ETF,20200812
515560.SH,515560,证券ETF建信,,T+1交易,ETF,20200720
512320.SH,512320,工银MSCI中国ETF,,T+1交易,ETF,20200807
159814.SZ,159814,创业大盘ETF,,T+1交易,ETF,20200717
159810.SZ,159810,创业板ETF浦银,,T+1交易,ETF,20200710
515830.SH,515830,工银中证800ETF,,T+1交易,ETF,20200717
513080.SH,513080,法国CAC40ETF,,T+0交易,ETF,20200612
515100.SH,515100,红利低波100ETF,,T+1交易,ETF,20200703
515820.SH,515820,A800ETF,,T+1交易,ETF,20200529
515770.SH,515770,摩根MSCIAETF,,T+1交易,ETF,20200619
510690.SH,510690,兴业金融ETF,,T+1交易,ETF,20200622
159809.SZ,159809,大湾区ETF基金,,T+1交易,ETF,20200521
515780.SH,515780,浦银MSCI中国ETF,,T+1交易,ETF,20200529
515190.SH,515190,中银证券500ETF,,T+1交易,ETF,20200527
167508.SZ,167508,安信价值发现定开,,T+1交易,ETF,20200608
159812.SZ,159812,黄金基金ETF,,T+0交易,ETF,20200529
159803.SZ,159803,浙江新动能ETF,,T+1交易,ETF,20200526
518660.SH,518660,黄金ETF基金,,T+0交易,ETF,20200529
515960.SH,515960,医药ETF嘉实,,T+1交易,ETF,20200610
515620.SH,515620,中证800ETF基金,,T+1交易,ETF,20200525
159813.SZ,159813,半导体ETF,,T+1交易,ETF,20200525
515670.SH,515670,中银中证100ETF,,T+1交易,ETF,20200520
518850.SH,518850,黄金ETF华夏,,T+0交易,ETF,20200605
515930.SH,515930,永赢沪深300ETF,,T+1交易,ETF,20200508
159802.SZ,159802,800ETF,,T+1交易,ETF,20200515
510200.SH,510200,上证券商ETF,,T+1交易,ETF,20200508
515130.SH,515130,沪深300ETF博时,,T+1交易,ETF,20200511
515280.SH,515280,银行龙头ETF,,T+1交易,ETF,20200417
159811.SZ,159811,5G50ETF,,T+1交易,ETF,20200422
515690.SH,515690,股息ETF,,T+1交易,ETF,20200513
515890.SH,515890,红利ETF博时,,T+1交易,ETF,20200420
159998.SZ,159998,计算机ETF,,T+1交易,ETF,20200413
159991.SZ,159991,创大盘ETF,,T+1交易,ETF,20200424
159992.SZ,159992,创新药ETF,,T+1交易,ETF,20200410
515950.SH,515950,医药龙头ETF,,T+1交易,ETF,20200401
515510.SH,515510,500成长ETF,,T+1交易,ETF,20200506
159807.SZ,159807,科技ETF,,T+1交易,ETF,20200330
513090.SH,513090,香港证券ETF,,T+0交易,ETF,20200326
159806.SZ,159806,新能源车ETF,,T+1交易,ETF,20200320
159805.SZ,159805,传媒ETF,,T+1交易,ETF,20200417
159978.SZ,159978,大湾区ETF,,T+1交易,ETF,20200414
159804.SZ,159804,创中盘88ETF,,T+1交易,ETF,20200331
515630.SH,515630,保险证券ETF,,T+1交易,ETF,20200403
159996.SZ,159996,家电ETF,,T+1交易,ETF,20200316
159997.SZ,159997,电子ETF,,T+1交易,ETF,20200320
159983.SZ,159983,粤港澳大湾区ETF,,T+1交易,ETF,20200423
515030.SH,515030,新能源车ETF,,T+1交易,ETF,20200304
169107.SZ,169107,东方红恒阳定开,,T+1交易,ETF,20200723
515160.SH,515160,MSCI中国ETF招商,,T+1交易,ETF,20200302
515210.SH,515210,钢铁ETF,,T+1交易,ETF,20200302
159994.SZ,159994,5GETF,,T+1交易,ETF,20200228
515850.SH,515850,证券ETF富国,,T+1交易,ETF,20200221
159995.SZ,159995,芯片ETF,,T+1交易,ETF,20200210
159801.SZ,159801,芯片ETF龙头,,T+1交易,ETF,20200218
515220.SH,515220,煤炭ETF,,T+1交易,ETF,20200302
515090.SH,515090,可持续发展ETF,,T+1交易,ETF,20200220
515450.SH,515450,红利低波50ETF,,T+1交易,ETF,20200226
515570.SH,515570,山证红利ETF,,T+1交易,ETF,20200409
515700.SH,515700,新能车ETF,,T+1交易,ETF,20200210
515380.SH,515380,沪深300ETF泰康,,T+1交易,ETF,20200323
159993.SZ,159993,证券ETF龙头,,T+1交易,ETF,20200207
515350.SH,515350,民生加银300ETF,,T+1交易,ETF,20200207
515980.SH,515980,人工智能ETF,,T+1交易,ETF,20200210
159986.SZ,159986,消费100ETF,,T+1交易,ETF,20200120
159970.SZ,159970,深100ETF工银,,T+1交易,ETF,20200110
512730.SH,512730,银行ETF指数,,T+1交易,ETF,20200207
159979.SZ,159979,湾创100ETF,,T+1交易,ETF,20200214
515390.SH,515390,沪深300ETF指数基金,,T+1交易,ETF,20200110
159981.SZ,159981,能源化工ETF,,T+1交易,ETF,20200117
515070.SH,515070,人工智能AIETF,,T+1交易,ETF,20191224
159990.SZ,159990,小盘价值ETF,,T+1交易,ETF,20200120
515870.SH,515870,先进制造ETF,,T+1交易,ETF,20200117
515330.SH,515330,沪深300ETF天弘,,T+1交易,ETF,20191226
515310.SH,515310,沪深300指数ETF,,T+1交易,ETF,20191225
159984.SZ,159984,湾区100ETF,,T+1交易,ETF,20200117
515080.SH,515080,中证红利ETF,,T+1交易,ETF,20191227
515060.SH,515060,房地产ETF基金,,T+1交易,ETF,20200103
515180.SH,515180,红利ETF易方达,,T+1交易,ETF,20191220
515660.SH,515660,沪深300ETF国联安,,T+1交易,ETF,20191224
159982.SZ,159982,中证500ETF鹏华,,T+1交易,ETF,20200220
515550.SH,515550,国联中证500ETF,,T+1交易,ETF,20191225
515750.SH,515750,科技50ETF,,T+1交易,ETF,20191206
515590.SH,515590,500等权ETF,,T+1交易,ETF,20200120
159975.SZ,159975,深100ETF招商,,T+1交易,ETF,20200102
515150.SH,515150,一带一路ETF,,T+1交易,ETF,20200115
515990.SH,515990,国企一带一路ETF,,T+1交易,ETF,20200115
515110.SH,515110,一带一路ETF易方达,,T+1交易,ETF,20200115
159976.SZ,159976,湾创ETF,,T+1交易,ETF,20200117
159987.SZ,159987,科技创新ETF,,T+1交易,ETF,20191118
515200.SH,515200,创新100ETF,,T+1交易,ETF,20191115
515020.SH,515020,银行ETF基金,,T+1交易,ETF,20191203
159980.SZ,159980,有色ETF,,T+1交易,ETF,20191224
510530.SH,510530,中证500ETF工银,,T+1交易,ETF,20200103
515650.SH,515650,消费50ETF,,T+1交易,ETF,20191111
515810.SH,515810,中证800ETF,,T+1交易,ETF,20191025
515800.SH,515800,800ETF,,T+1交易,ETF,20191216
515580.SH,515580,科技100ETF,,T+1交易,ETF,20191028
515860.SH,515860,科技ETF嘉实,,T+1交易,ETF,20191022
515520.SH,515520,MSCI价值100ETF,,T+1交易,ETF,20191118
515360.SH,515360,方正沪深300ETF,,T+1交易,ETF,20191101
159985.SZ,159985,豆粕ETF,,T+1交易,ETF,20191205
512970.SH,512970,大湾区ETF,,T+1交易,ETF,20191111
515900.SH,515900,央企创新驱动ETF,,T+1交易,ETF,20191218
515680.SH,515680,央企创新ETF嘉实,,T+1交易,ETF,20191218
159974.SZ,159974,央企创新ETF,,T+1交易,ETF,20191218
515600.SH,515600,央企创新ETF,,T+1交易,ETF,20191218
515050.SH,515050,5G通信ETF,,T+1交易,ETF,20191016
515010.SH,515010,券商ETF基金,,T+1交易,ETF,20191107
159977.SZ,159977,创业板ETF天弘,,T+1交易,ETF,20190927
510100.SH,510100,上证50ETF易方达,,T+1交易,ETF,20191009
512530.SH,512530,沪深300红利ETF,,T+1交易,ETF,20190923
515880.SH,515880,通信ETF,,T+1交易,ETF,20190906
515300.SH,515300,300红利低波ETF,,T+1交易,ETF,20190919
512190.SH,512190,浙商之江凤凰ETF,,T+1交易,ETF,20190909
159968.SZ,159968,中证500ETF博时,,T+1交易,ETF,20191031
512650.SH,512650,长三角ETF,,T+1交易,ETF,20191025
512790.SH,512790,民企成长ETF,,T+1交易,ETF,20190906
512710.SH,512710,军工龙头ETF,,T+1交易,ETF,20190826
515000.SH,515000,科技ETF,,T+1交易,ETF,20190816
159973.SZ,159973,民企ETF,,T+1交易,ETF,20190809
512930.SH,512930,AI人工智能ETF,,T+1交易,ETF,20190823
512720.SH,512720,计算机ETF,,T+1交易,ETF,20190816
512670.SH,512670,国防ETF,,T+1交易,ETF,20190801
159969.SZ,159969,深100ETF银华,,T+1交易,ETF,20190828
169301.SZ,169301,财通500,,T+1交易,ETF,20190731
159967.SZ,159967,创业板成长ETF,,T+1交易,ETF,20190715
159966.SZ,159966,创业板价值ETF,,T+1交易,ETF,20190715
513880.SH,513880,日经225ETF,,T+0交易,ETF,20190625
513000.SH,513000,日经225ETF易方达,,T+0交易,ETF,20190625
513520.SH,513520,日经ETF,,T+0交易,ETF,20190625
513800.SH,513800,日本东证指数ETF,,T+1交易,ETF,20190625
159971.SZ,159971,创业板ETF富国,,T+1交易,ETF,20190702
512910.SH,512910,中证A100ETF,,T+1交易,ETF,20190701
512750.SH,512750,基本面50ETF,,T+1交易,ETF,20190705
512170.SH,512170,医疗ETF,,T+1交易,ETF,20190617
510350.SH,510350,沪深300ETF工银,,T+1交易,ETF,20190816
512760.SH,512760,芯片ETF,,T+1交易,ETF,20190612
512480.SH,512480,半导体ETF,,T+1交易,ETF,20190612
510890.SH,510890,红利低波ETF(退市),,T+1交易,ETF,20190624
512290.SH,512290,生物医药ETF,,T+1交易,ETF,20190520
512690.SH,512690,酒ETF,,T+1交易,ETF,20190506
159965.SZ,159965,央视50ETF,,T+1交易,ETF,20190424
512380.SH,512380,MSCI中国ETF,,T+1交易,ETF,20190430
159964.SZ,159964,创业板ETF平安,,T+1交易,ETF,20190419
159963.SZ,159963,恒生中国,,T+0交易,ETF,20190326
512270.SH,512270,沪深300低波ETF,,T+1交易,ETF,20190329
159962.SZ,159962,四川ETF,,T+1交易,ETF,20190418
512590.SH,512590,高股息ETF,,T+1交易,ETF,20190308
512150.SH,512150,A50ETF,,T+1交易,ETF,20190121
512890.SH,512890,红利低波ETF,,T+1交易,ETF,20190118
512870.SH,512870,杭州湾区ETF,,T+1交易,ETF,20190222
513680.SH,513680,恒生国企ETF,,T+0交易,ETF,20190121
510850.SH,510850,上证50ETF工银,,T+1交易,ETF,20190306
512260.SH,512260,中证500低波动ETF,,T+1交易,ETF,20190111
510550.SH,510550,方正中证500ETF,,T+1交易,ETF,20190116
512040.SH,512040,价值100ETF,,T+1交易,ETF,20181129
512920.SH,512920,MSCIETF新华,,T+1交易,ETF,20181207
159961.SZ,159961,深100ETF方正富邦,,T+1交易,ETF,20181219
512820.SH,512820,银行ETF龙头,,T+1交易,ETF,20181123
159959.SZ,159959,央企ETF,,T+1交易,ETF,20190118
512960.SH,512960,央企结构调整ETF,,T+1交易,ETF,20190118
512950.SH,512950,央企改革ETF,,T+1交易,ETF,20190118
512860.SH,512860,MSCI中国ETF,,T+1交易,ETF,20181026
512850.SH,512850,北京50ETF,,T+1交易,ETF,20181109
159960.SZ,159960,恒生中国企业ETF,,T+0交易,ETF,20181022
510600.SH,510600,申万上证50ETF,,T+1交易,ETF,20180920
512770.SH,512770,战略新兴ETF,,T+0交易,ETF,20180816
512360.SH,512360,MSCI中国A股ETF基金,,T+1交易,ETF,20180720
512390.SH,512390,平安MSCI低波ETF,,T+1交易,ETF,20180713
512090.SH,512090,MSCIA股ETF易方达,,T+1交易,ETF,20180601
511280.SH,511280,中期信用ETF,,T+1交易,ETF,20180531
513900.SH,513900,港股通100ETF,,T+0交易,ETF,20180525
512280.SH,512280,MSCIA股ETF景顺,,T+1交易,ETF,20180525
512520.SH,512520,MSCIETF,,T+1交易,ETF,20180518
512780.SH,512780,京津冀ETF,,T+1交易,ETF,20180524
512180.SH,512180,MSCIA股ETF基金,,T+1交易,ETF,20180521
512160.SH,512160,MSCI中国A股ETF,,T+1交易,ETF,20180427
510590.SH,510590,中证500ETF平安,,T+1交易,ETF,20180504
169106.SZ,169106,东方红创优定开,,T+1交易,ETF,20180620
159954.SZ,159954,H股ETF,,T+1交易,ETF,20180315
159956.SZ,159956,创业板ETF建信,,T+1交易,ETF,20180307
510380.SH,510380,国寿300ETF,,T+1交易,ETF,20180207
512980.SH,512980,传媒ETF,,T+1交易,ETF,20180119
510390.SH,510390,沪深300ETF平安,,T+1交易,ETF,20180126
159958.SZ,159958,创业板ETF工银,,T+1交易,ETF,20180119
510800.SH,510800,50ETF基金,,T+1交易,ETF,20180115
159957.SZ,159957,创业板ETF华夏,,T+1交易,ETF,20180104
510820.SH,510820,上海改革,,T+1交易,ETF,20190709
512200.SH,512200,房地产ETF,,T+1交易,ETF,20170925
511670.SH,511670,华泰天天金ETF,,T+1交易,ETF,20170828
512400.SH,512400,有色金属ETF,,T+1交易,ETF,20170901
512570.SH,512570,证券ETF易方达,,T+1交易,ETF,20170811
512800.SH,512800,银行ETF,,T+1交易,ETF,20170803
512560.SH,512560,军工ETF易方达,,T+1交易,ETF,20170728
159955.SZ,159955,创业板ETF嘉实,,T+1交易,ETF,20170823
512550.SH,512550,富时A50ETF嘉实,,T+1交易,ETF,20170807
512700.SH,512700,银行ETF南方,,T+1交易,ETF,20170726
159953.SZ,159953,工业ETF,,T+1交易,ETF,20170714
159951.SZ,159951,中关村ETF,,T+1交易,ETF,20170710
159950.SZ,159950,深成指EF,,T+1交易,ETF,20170510
159952.SZ,159952,创业板ETF广发,,T+1交易,ETF,20170519
168108.SZ,168108,九泰锐诚,,T+1交易,ETF,20170711
512900.SH,512900,证券ETF南方,,T+1交易,ETF,20170331
512580.SH,512580,环保ETF,,T+1交易,ETF,20170228
513050.SH,513050,中概互联网ETF,,T+1交易,ETF,20170118
511650.SH,511650,华夏快线ETF,,T+1交易,ETF,20170116
512100.SH,512100,中证1000ETF,,T+1交易,ETF,20161104
512000.SH,512000,券商ETF,,T+1交易,ETF,20160914
512680.SH,512680,军工ETF龙头,,T+1交易,ETF,20161014
512810.SH,512810,国防军工ETF,,T+1交易,ETF,20160822
510810.SH,510810,上海国企ETF,,T+1交易,ETF,20160829
512660.SH,512660,军工ETF,,T+1交易,ETF,20160808
512880.SH,512880,证券ETF,,T+1交易,ETF,20160808
511850.SH,511850,财富宝ETF,,T+1交易,ETF,20160718
159949.SZ,159949,创业板50ETF,,T+1交易,ETF,20160722
159948.SZ,159948,创业板ETF南方,,T+1交易,ETF,20160531
511820.SH,511820,鹏华添利ETF,,T+1交易,ETF,20160222
169103.SZ,169103,东方红睿轩定开,,T+1交易,ETF,20160815
511960.SH,511960,嘉实快线ETF,,T+1交易,ETF,20160111
511980.SH,511980,现金添富ETF,,T+1交易,ETF,20151102
510580.SH,510580,中证500ETF易方达,,T+1交易,ETF,20150914
510360.SH,510360,沪深300ETF基金,,T+1交易,ETF,20150909
159946.SZ,159946,全指消费,,T+1交易,ETF,20150713
512330.SH,512330,信息科技ETF,,T+1交易,ETF,20150720
159944.SZ,159944,材料ETF,,T+1交易,ETF,20150706
159945.SZ,159945,能源ETF广发,,T+1交易,ETF,20150706
159941.SZ,159941,纳指ETF,,T+0交易,ETF,20150713
159943.SZ,159943,深证成指ETF,,T+1交易,ETF,20150708
510560.SH,510560,国寿500ETF,,T+1交易,ETF,20150703
510710.SH,510710,上证50ETF博时,,T+1交易,ETF,20150615
159942.SZ,159942,中创100,,T+1交易,ETF,20150625
512510.SH,512510,中证500ETF华泰柏瑞,,T+1交易,ETF,20150612
512500.SH,512500,中证500ETF华夏,,T+1交易,ETF,20150529
512340.SH,512340,原材料ETF,,T+1交易,ETF,20150515
512310.SH,512310,工业ETF,,T+1交易,ETF,20150508
159940.SZ,159940,金融地产ETF,,T+1交易,ETF,20150417
512990.SH,512990,MSCIA股ETF,,T+1交易,ETF,20150325
169102.SZ,169102,东方红睿阳定开,,T+1交易,ETF,20150731
159939.SZ,159939,信息技术ETF,,T+1交易,ETF,20150205
159005.SZ,159005,汇添富快钱ETF,,T+1交易,ETF,20150113
513600.SH,513600,恒生指数ETF,,T+0交易,ETF,20150126
513660.SH,513660,恒生ETF,,T+0交易,ETF,20150126
159938.SZ,159938,医药卫生ETF,,T+1交易,ETF,20150108
512300.SH,512300,医药ETF基金,,T+1交易,ETF,20141218
159937.SZ,159937,黄金ETF基金,,T+0交易,ETF,20140901
513030.SH,513030,德国ETF,,T+0交易,ETF,20140905
512210.SH,512210,景顺食品,,T+1交易,ETF,20140819
512230.SH,512230,景顺医药,,T+1交易,ETF,20140819
512220.SH,512220,TMTETF,,T+1交易,ETF,20140819
512070.SH,512070,证券保险ETF,,T+1交易,ETF,20140718
512640.SH,512640,金融地产ETF嘉实,,T+1交易,ETF,20140725
512610.SH,512610,医药卫生ETF基金,,T+1交易,ETF,20140725
512600.SH,512600,消费ETF嘉实,,T+1交易,ETF,20140725
159936.SZ,159936,可选消费ETF,,T+1交易,ETF,20140625
510520.SH,510520,诺安500,,T+1交易,ETF,20140310
159935.SZ,159935,中证500ETF景顺,,T+1交易,ETF,20140121
513500.SH,513500,标普500ETF,,T+0交易,ETF,20140115
512120.SH,512120,医药50ETF,,T+1交易,ETF,20140106
512110.SH,512110,中证地产,,T+1交易,ETF,20140106
159934.SZ,159934,黄金ETF,,T+0交易,ETF,20131216
510680.SH,510680,上证50ETF基金,,T+1交易,ETF,20131202
512010.SH,512010,医药ETF,,T+1交易,ETF,20131028
159933.SZ,159933,国投金融地产ETF,,T+1交易,ETF,20131016
159932.SZ,159932,中证500深ETF,,T+1交易,ETF,20131021
159931.SZ,159931,金融ETF,,T+1交易,ETF,20130916
159929.SZ,159929,医药ETF,,T+1交易,ETF,20130916
159930.SZ,159930,能源ETF,,T+1交易,ETF,20130916
159928.SZ,159928,消费ETF,,T+1交易,ETF,20130916
159927.SZ,159927,A300ETF,,T+1交易,ETF,20130816
518880.SH,518880,黄金ETF,,T+0交易,ETF,20130729
518800.SH,518800,黄金基金ETF,,T+0交易,ETF,20130729
510450.SH,510450,180高ETF,,T+1交易,ETF,20130801
159003.SZ,159003,招商快线ETF,,T+1交易,ETF,20141020
159924.SZ,159924,300等权,,T+1交易,ETF,20130605
167901.SZ,167901,华宸300,,T+1交易,ETF,20130603
513100.SH,513100,纳指ETF,,T+0交易,ETF,20130515
510700.SH,510700,百强ETF,,T+1交易,ETF,20130531
510510.SH,510510,中证500ETF基金,,T+1交易,ETF,20130524
511880.SH,511880,银华日利ETF,,T+1交易,ETF,20130418
510650.SH,510650,金融地产ETF,,T+1交易,ETF,20130508
510660.SH,510660,医药卫生ETF,,T+1交易,ETF,20130508
510630.SH,510630,消费30ETF,,T+1交易,ETF,20130508
510620.SH,510620,材料行业,,T+1交易,ETF,20130508
510610.SH,510610,能源行业,,T+1交易,ETF,20130508
510310.SH,510310,沪深300ETF易方达,,T+1交易,ETF,20130325
159925.SZ,159925,沪深300ETF南方,,T+1交易,ETF,20130411
159923.SZ,159923,中证A100ETF基金,,T+1交易,ETF,20130305
510500.SH,510500,中证500ETF,,T+1交易,ETF,20130315
159922.SZ,159922,中证500ETF,,T+1交易,ETF,20130315
511990.SH,511990,华宝添益ETF,,T+1交易,ETF,20130128
510330.SH,510330,沪深300ETF华夏,,T+1交易,ETF,20130116
159921.SZ,159921,中小等权,,T+1交易,ETF,20130131
510440.SH,510440,500沪市ETF,,T+1交易,ETF,20121008
510430.SH,510430,50等权ETF,,T+1交易,ETF,20120924
159920.SZ,159920,恒生ETF,,T+0交易,ETF,20121022
510900.SH,510900,H股ETF,,T+1交易,ETF,20121022
510420.SH,510420,180EWETF,,T+1交易,ETF,20120709
159919.SZ,159919,沪深300ETF,,T+1交易,ETF,20120528
510300.SH,510300,沪深300ETF,,T+1交易,ETF,20120528
510410.SH,510410,资源ETF,,T+1交易,ETF,20120511
159918.SZ,159918,中创400ETF,,T+1交易,ETF,20120511
159917.SZ,159917,中小成长,,T+1交易,ETF,20120406
159913.SZ,159913,深价值ETF,,T+1交易,ETF,20111025
159915.SZ,159915,创业板ETF,,T+1交易,ETF,20111209
510290.SH,510290,上证380ETF,,T+1交易,ETF,20111108
159912.SZ,159912,深300ETF,,T+1交易,ETF,20111124
159916.SZ,159916,深F60ETF,,T+1交易,ETF,20111024
159911.SZ,159911,民营ETF,,T+1交易,ETF,20111014
510280.SH,510280,成长ETF,,T+1交易,ETF,20111018
159910.SZ,159910,基本面120ETF,,T+1交易,ETF,20110927
159909.SZ,159909,TMT50ETF,,T+1交易,ETF,20110901
510270.SH,510270,国企ETF,,T+1交易,ETF,20110818
159908.SZ,159908,创业板ETF博时,,T+1交易,ETF,20110713
159907.SZ,159907,2000ETF,,T+1交易,ETF,20110810
510120.SH,510120,非周期ETF,,T+1交易,ETF,20110608
510260.SH,510260,新兴ETF,,T+0交易,ETF,20110608
510230.SH,510230,金融ETF,,T+1交易,ETF,20110523
510210.SH,510210,上证指数ETF,,T+1交易,ETF,20110325
510220.SH,510220,中小盘ETF,,T+1交易,ETF,20110328
159906.SZ,159906,深成长龙头ETF,,T+1交易,ETF,20110223
510150.SH,510150,消费ETF,,T+1交易,ETF,20110225
510170.SH,510170,大宗商品ETF,,T+1交易,ETF,20110125
510190.SH,510190,上证50ETF指数基金,,T+1交易,ETF,20110110
159905.SZ,159905,深红利ETF,,T+1交易,ETF,20110111
510110.SH,510110,周期ETF,,T+1交易,ETF,20101115
510160.SH,510160,产业升级ETF,,T+1交易,ETF,20101101
510070.SH,510070,民企ETF,,T+1交易,ETF,20101029
510090.SH,510090,ESG建信ETF,,T+1交易,ETF,20100809
510030.SH,510030,价值ETF,,T+1交易,ETF,20100528
